MagpieData mean MendeleevNumber,frac p valence electrons,MagpieData mean NpValence,temperature_K,frac s valence electrons,MagpieData maximum MeltingT,MagpieData mean NpUnfilled,MagpieData range MeltingT,MagpieData avg_dev NUnfilled,MagpieData avg_dev NpValence,dopant_host_charge_mismatch,dopant_host_radius_mismatch,target_value
82.41,0.1888160165688643,2.735,300.0,0.1208146358301691,1234.93,1.765,512.2700000000001,0.5224999999999999,1.3895499999999998,1.0,0.03,330.0
82.475,0.1896551724137931,2.75,550.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,323.99999999999994
83.50721153846153,0.197678221059516,2.90625,300.0,0.1221386527141922,1357.77,1.8677884615384617,635.11,0.5130131286982248,1.1876502403846154,1.0,0.03,229.99999999999997
82.135,0.1894044321329639,2.735,373.0,0.121191135734072,1799.0,1.735,1076.34,0.5450000000000002,1.39485,0.0,0.14,266.0
81.99501246882792,0.1893480892270448,2.7306733167082293,500.0,0.1213902818606259,1234.93,1.7281795511221945,512.2700000000001,0.7121473125167133,1.4027897836456242,0.0,0.2499999999999999,245.0
82.375,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,179.99999999999997
82.0625,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,500.0
82.44389027431423,0.189533482527113,2.7456359102244385,623.0,0.1208469616112928,1811.0,1.743142144638404,1088.34,0.5024968750194339,1.3830884136292687,0.0,0.1149999999999999,260.0
82.14,0.1894044321329639,2.735,300.0,0.121191135734072,1234.93,1.735,512.2700000000001,0.5450000000000002,1.39485,0.0,0.2719999999999999,358.0
81.328125,0.187018701870187,2.65625,300.0,0.1221122112211221,2183.0,1.65625,1460.34,0.6640625,1.494140625,2.0,0.2199999999999999,615.0
81.88557213930349,0.1883161512027491,2.726368159203981,673.0,0.1209621993127147,1234.93,1.7213930348258708,740.9300000000001,0.5218682705873617,1.41065815202594,1.0,0.19,320.0
79.45,0.1785714285714285,2.75,300.0,0.1136363636363636,1234.93,1.75,864.0600000000001,0.5,1.375,0.0,0.1300000000000001,49.99999999999999
83.69591999999999,0.1959459459459459,2.9,325.0,0.1283783783783783,1234.93,2.5,740.9300000000001,0.92,1.12,0.0,0.2299999999999997,75.0
82.0,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,250.0
82.37,0.18860103626943,2.73,303.0,0.1205526770293609,1234.93,1.74,512.2700000000001,0.50745,1.3996,1.0,0.42,179.9
82.4625,0.1896551724137931,2.75,900.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,300.0
82.87231384307846,0.1925351895348638,2.806096951524238,150.0,0.12133317331596,1234.93,1.804097951024488,512.2700000000001,0.5156254955980283,1.2999759490569558,0.0,0.0,150.0
82.43,0.1879079354173823,2.735,300.0,0.1202335967021642,1234.93,1.735,1000.61,0.5123500000000001,1.39485,1.0,0.2599999999999999,250.0
82.5,0.1911381407471764,2.75,300.0,0.1225021720243266,1234.93,1.75,740.9300000000001,0.5187499999999999,1.375,1.0,0.43,189.99999999999997
82.38059701492539,0.1903126073514256,2.756218905472637,300.0,0.1209206458261765,1234.93,1.7512437810945276,864.0600000000001,0.4975124378109453,1.371253186802307,0.0,0.1300000000000001,254.99999999999997
